name,obj_number,c1X,c1Y,c2X,c2Y,c3X,c3Y,c4X,c4Y,c5X,c5Y,c6X,c6Y,c7X,c7Y,c8X1,c8Y2,b1Xmin,b1Ymin,b1Xmax,b1Ymax,b2Xmin,b2Ymin,b2Xmax,b2Ymax,b3Xmin,b3Ymin,b3Xmax,b3Ymax,b4Xmin,b4Ymin,b4Xmax,b4Ymax,b5Xmin,b5Ymin,b5Xmax,b5Ymax,b6Xmin,b6Ymin,b6Xmax,b6Ymax,b7Xmin,b7Ymin,b7Xmax,b7Ymax,b8Xmin,b8Ymin,b8Xmax,b8Ymax,x_squeeze,y_squeeze
crop001001.png,3,118.12224938875305,46.25,35.49633251833741,96.25,65.32518337408312,58.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.85330073349633,27.25,152.42542787286064,176.25,9.246943765281173,81.5,62.34229828850856,178.0,44.14669926650367,44.75,86.50366748166259,160.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3524590163934427,4.0
crop001002.png,2,119.53833736884583,78.0,120.12913640032284,65.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.17191283292978,60.5,138.6408393866021,225.25,112.25181598062953,43.5,188.85875706214688,239.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.077868852459017,4.0
crop001003.png,2,111.24794359576968,45.5,153.96944770857814,33.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.00940070505287,29.25,137.05287896592245,178.0,127.01762632197415,15.5,189.23619271445358,177.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.487704918032787,4.0
crop001004.png,2,127.40598802395209,50.25,158.67305389221556,62.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.84670658682634,33.75,149.02994011976048,179.25,136.46467065868262,46.25,169.77724550898202,184.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4221311475409837,4.0
crop001005.png,2,111.73063973063974,69.25,129.53086419753086,56.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.39169472502806,46.5,125.14927048260382,235.25,94.20426487093154,33.25,173.89450056116723,234.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.651639344262295,4.0
crop001006.png,2,127.53402061855671,47.0,159.48041237113404,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.07835051546392,28.5,154.95257731958765,175.25,138.8536082474227,22.0,185.1381443298969,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9754098360655736,4.0
crop001007.png,5,61.38364779874214,92.25554106910039,88.04716981132076,82.71186440677967,124.87735849056604,86.21121251629727,155.76100628930817,104.98044328552803,182.23270440251574,111.97913950456324,0.0,0.0,0.0,0.0,0.0,0.0,45.07861635220126,75.07692307692308,76.5377358490566,230.32073011734028,72.89308176100629,65.85136897001304,105.50314465408805,230.32073011734028,105.11949685534591,70.62320730117341,139.83962264150944,235.09256844850066,138.68867924528303,88.75619295958279,177.43710691823898,239.864406779661,170.5314465408805,92.89178617992178,210.4308176100629,243.3637548891786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.213114754098361,3.1434426229508197
crop001008.png,2,81.44740532959327,105.26857142857143,130.3842917251052,119.21142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.54978962131837,99.69142857142857,90.68723702664796,143.96,121.48667601683029,112.24000000000001,142.36185133239832,154.41714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9221311475409837,2.8688524590163933
crop001009.png,1,131.18828451882845,72.7719298245614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.5397489539749,59.92982456140351,151.60669456066944,182.1244019138756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.959016393442623,2.569672131147541
crop001010.png,1,142.50594227504243,74.17370892018779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.382003395585734,58.4225352112676,174.40407470288625,207.91549295774647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4139344262295084,3.4918032786885247
