name,obj_number,c1X,c1Y,c2X,c2Y,c3X,c3Y,c4X,c4Y,c5X,c5Y,c6X,c6Y,c7X,c7Y,c8X1,c8Y2,b1Xmin,b1Ymin,b1Xmax,b1Ymax,b2Xmin,b2Ymin,b2Xmax,b2Ymax,b3Xmin,b3Ymin,b3Xmax,b3Ymax,b4Xmin,b4Ymin,b4Xmax,b4Ymax,b5Xmin,b5Ymin,b5Xmax,b5Ymax,b6Xmin,b6Ymin,b6Xmax,b6Ymax,b7Xmin,b7Ymin,b7Xmax,b7Ymax,b8Xmin,b8Ymin,b8Xmax,b8Ymax,x_squeeze,y_squeeze
crop001001.png,3,125.87775061124695,46.25,208.5036674816626,96.25,178.6748166259169,58.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.14669926650367,27.25,91.57457212713939,176.25,234.75305623471883,81.5,181.65770171149143,178.0,199.85330073349633,44.75,157.4963325183374,160.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3524590163934427,4.0
crop001002.png,2,124.46166263115416,78.0,123.87086359967716,65.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.8280871670702,60.5,105.3591606133979,225.25,131.74818401937048,43.5,55.14124293785312,239.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.077868852459017,4.0
crop001003.png,2,132.7520564042303,45.5,90.03055229142188,33.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.99059929494712,29.25,106.94712103407755,178.0,116.98237367802584,15.5,54.76380728554642,177.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.487704918032787,4.0
crop001004.png,2,116.59401197604792,50.25,85.32694610778444,62.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.15329341317366,33.75,94.97005988023952,179.25,107.53532934131738,46.25,74.22275449101798,184.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.422131147540984,4.0
crop001005.png,2,132.26936026936028,69.25,114.46913580246914,56.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.60830527497194,46.5,118.85072951739619,235.25,149.79573512906845,33.25,70.10549943883274,234.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.651639344262295,4.0
crop001006.png,2,116.46597938144329,47.0,84.51958762886596,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.9216494845361,28.5,89.04742268041238,175.25,105.1463917525773,22.0,58.861855670103125,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9754098360655736,4.0
crop001007.png,5,182.61635220125785,92.2555410691004,155.95283018867923,82.71186440677967,119.12264150943396,86.21121251629727,88.23899371069186,104.98044328552805,61.76729559748429,111.97913950456324,0.0,0.0,0.0,0.0,0.0,0.0,198.92138364779873,75.07692307692308,167.46226415094338,230.32073011734028,171.1069182389937,65.85136897001304,138.49685534591197,230.32073011734028,138.88050314465409,70.62320730117341,104.16037735849056,235.09256844850063,105.31132075471695,88.7561929595828,66.56289308176102,239.86440677966098,73.4685534591195,92.89178617992178,33.56918238993708,243.36375488917858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.213114754098362,3.14344262295082
crop001008.png,2,162.55259467040673,105.26857142857143,113.61570827489479,119.21142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.45021037868162,99.69142857142856,153.31276297335205,143.96,122.51332398316973,112.24,101.63814866760168,154.41714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.922131147540984,2.8688524590163933
crop001009.png,1,112.81171548117157,72.77192982456141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.46025104602506,59.92982456140351,92.39330543933056,182.12440191387557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.959016393442623,2.569672131147541
crop001010.png,1,101.49405772495757,74.17370892018779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.61799660441426,58.42253521126761,69.59592529711375,207.91549295774647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4139344262295084,3.4918032786885247
crop001011.png,2,169.3238434163701,69.41888619854721,104.63345195729536,67.64648910411623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.39857651245552,51.990314769975775,150.0035587188612,231.59322033898303,128.94661921708183,49.3317191283293,79.01779359430603,228.34382566585955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.60655737704918,3.3852459016393444
crop001012.png,1,117.37878787878788,80.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.1868686868687,68.5,86.5707070707071,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2459016393442623,4.0
crop001013.png,1,118.37297297297295,57.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.84324324324325,42.25,61.329729729729735,213.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0327868852459017,4.0
crop001014.png,1,108.86153846153846,87.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.26627218934914,76.5,96.73372781065089,181.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4631147540983607,4.0
crop001015.png,1,110.37156704361874,94.41078838174272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0016155088853,83.52697095435684,86.32633279483039,167.30705394190872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5368852459016398,3.950819672131148
crop001016.png,1,124.35911602209944,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.9613259668508,82.5,100.43093922651934,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9672131147540983,4.0
crop001017.png,1,127.30434782608695,82.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.90683229813664,63.5,78.42857142857144,239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.639344262295082,4.0
