name,obj_number,c1X,c1Y,c2X,c2Y,c3X,c3Y,c4X,c4Y,c5X,c5Y,c6X,c6Y,c7X,c7Y,c8X1,c8Y2,b1Xmin,b1Ymin,b1Xmax,b1Ymax,b2Xmin,b2Ymin,b2Xmax,b2Ymax,b3Xmin,b3Ymin,b3Xmax,b3Ymax,b4Xmin,b4Ymin,b4Xmax,b4Ymax,b5Xmin,b5Ymin,b5Xmax,b5Ymax,b6Xmin,b6Ymin,b6Xmax,b6Ymax,b7Xmin,b7Ymin,b7Xmax,b7Ymax,b8Xmin,b8Ymin,b8Xmax,b8Ymax,x_squeeze,y_squeeze
crop001001.png,3,118.12224938875305,197.75,35.496332518337404,147.75,65.32518337408312,185.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.85330073349633,216.75,152.4254278728606,67.75,9.246943765281172,162.5,62.34229828850856,66.0,44.14669926650367,199.25,86.5036674816626,83.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3524590163934427,4.0
crop001002.png,2,119.53833736884584,166.0,120.12913640032284,178.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.171912832929785,183.5,138.6408393866021,18.75,112.25181598062952,200.5,188.85875706214688,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.077868852459017,4.0
crop001003.png,2,111.2479435957697,198.5,153.96944770857812,210.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.00940070505287,214.75,137.05287896592245,66.0,127.01762632197416,228.5,189.23619271445358,66.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.487704918032787,4.0
crop001004.png,2,127.40598802395208,193.75,158.67305389221556,181.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.84670658682634,210.25,149.02994011976048,64.75,136.46467065868262,197.75,169.77724550898202,59.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.422131147540984,4.0
crop001005.png,2,111.73063973063974,174.75,129.53086419753086,187.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.39169472502806,197.5,125.14927048260381,8.75,94.20426487093155,210.75,173.89450056116726,9.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.651639344262295,4.0
crop001006.png,2,127.53402061855671,197.0,159.48041237113404,207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.07835051546392,215.5,154.95257731958762,68.75,138.8536082474227,222.0,185.13814432989687,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9754098360655736,4.0
crop001007.png,5,61.38364779874214,151.7444589308996,88.04716981132076,161.28813559322032,124.87735849056604,157.78878748370272,155.76100628930814,139.01955671447195,182.2327044025157,132.02086049543675,0.0,0.0,0.0,0.0,0.0,0.0,45.07861635220126,168.9230769230769,76.5377358490566,13.679269882659725,72.8930817610063,178.14863102998697,105.50314465408803,13.679269882659725,105.11949685534591,173.3767926988266,139.83962264150944,8.907431551499371,138.68867924528305,155.2438070404172,177.43710691823898,4.135593220339018,170.5314465408805,151.10821382007822,210.43081761006292,0.6362451108214202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.213114754098362,3.14344262295082
crop001008.png,2,81.44740532959327,138.73142857142858,130.38429172510521,124.78857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.54978962131838,144.30857142857144,90.68723702664795,100.03999999999999,121.48667601683027,131.76,142.36185133239832,89.58285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.922131147540984,2.8688524590163933
crop001009.png,1,131.18828451882843,171.22807017543857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.53974895397492,184.0701754385965,151.60669456066944,61.87559808612443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.959016393442623,2.569672131147541
crop001010.png,1,142.50594227504243,169.82629107981222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.38200339558573,185.57746478873239,174.40407470288625,36.084507042253534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4139344262295084,3.4918032786885247
crop001011.png,2,74.6761565836299,174.58111380145277,139.36654804270464,176.35351089588377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.601423487544494,192.00968523002422,93.9964412811388,12.40677966101697,115.05338078291815,194.6682808716707,164.98220640569397,15.656174334140445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.60655737704918,3.3852459016393444
crop001012.png,1,126.62121212121212,163.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.81313131313131,175.5,157.4292929292929,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2459016393442623,4.0
crop001013.png,1,125.62702702702705,186.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.15675675675675,201.75,182.67027027027027,30.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0327868852459017,4.0
crop001014.png,1,135.13846153846154,156.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.73372781065088,167.5,147.2662721893491,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4631147540983607,4.0
crop001015.png,1,133.62843295638126,149.58921161825728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.9983844911147,160.47302904564316,157.6736672051696,76.69294605809128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5368852459016398,3.950819672131148
crop001016.png,1,119.64088397790056,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.03867403314919,161.5,143.56906077348066,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9672131147540983,4.0
crop001017.png,1,116.69565217391305,161.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.09316770186335,180.5,165.57142857142856,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.639344262295082,4.0
crop001018.png,1,132.6466380543634,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.76680972818312,195.5,168.94992846924174,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.864754098360656,4.0
